EA_Region,SamplingPoint,Name,Map_Category,Easting,Northing,Permit_No,Permit_Ver,Feature_Name,Outlet_no,LAT,LONG,Feature_ID,EUBWID,Feature_Version
SE,16900,Calshot,Emergency or Storm Overflow,448240,101060,A01229,1.00,CALSHOT CAR PARK CSO,1,50.8070000000000,-1.31680000000000,ID-A01229-1-1,UKJ3308      16900,1
SE,17000,Lepe,Emergency or Storm Overflow,444451,101010,A01272,1.00,WEST COMMON FAWLEY CSO,1,50.8069000000000,-1.37050000000000,ID-A01272-1-1,UKJ3308      17000,1
SE,17000,Lepe,River or Stream,445265,98521,,,BLACK WATER STREAM,,50.7844000000000,-1.35930000000000,FI-445265-98521,UKJ3308      17000,1
SE,17000,Lepe,Treated Sewage Works Outfall,445028,98628,NPSWQD000176,2.00,COAST GUARD COTTAGES,1,50.7854000000000,-1.36260000000000,FE-NPSWQD000176-2-1,UKJ3308      17000,1
SE,17000,Lepe,Treated Sewage Works Outfall,445097,98633,NPSWQD000176,1.00,COAST GUARD COTTAGES,1,50.7855000000000,-1.36170000000000,FE-NPSWQD000176-1-1,UKJ3308      17000,1
SE,17200,Christchurch Bay,River or Stream,425277,92539,,,BECTON BUNNY STREAM,,50.7319000000000,-1.64320000000000,FI-425277-92539,UKK2201      17200,1
SE,17300,Highcliffe,River or Stream,421794,93132,,,CHEWTON BUNNY STREAM,,50.7373000000000,-1.69250000000000,FI-421794-93132,UKK2201      17300,1
SE,17400,Compton Bay,River or Stream,437525,84365,,,,,50.6577000000000,-1.47050000000000,FI-437525-84365,UKJ3400      17400,1
SE,17400,Compton Bay,River or Stream,437742,84103,,,SHIPPARDS CHINE,,50.6553000000000,-1.46750000000000,FI-437742-84103,UKJ3400      17400,1
SE,17400,Compton Bay,River or Stream,438180,83735,,,,,50.6520000000000,-1.46130000000000,FI-438180-83735,UKJ3400      17400,1
SE,17500,Totland Bay,Emergency or Storm Overflow,432312,87476,D00011,1.00,MADEIRA ROAD CSO,1,50.6860000000000,-1.54400000000000,ID-D00011-1-1,UKJ3400      17500,1
SE,17500,Totland Bay,Surface Water Outfall,432025,86646,,,WIDDICK CHINE,,50.6785000000000,-1.54810000000000,WO-432025-86646,UKJ3400      17500,1
SE,17500,Totland Bay,Surface Water Outfall,432253,87036,,,SURFACE WATER,,50.6820000000000,-1.54490000000000,WO-432253-87036,UKJ3400      17500,1
SE,17600,Colwell Bay,Emergency or Storm Overflow,432710,87870,A00725,1.00,COLWELL CHINE CSO,1,50.6895000000000,-1.53830000000000,ID-A00725-1-1,UKJ3400      17600,1
SE,17600,Colwell Bay,Emergency or Storm Overflow,433025,88615,A00721,2.00,MONKS LANE CSO,1,50.6962000000000,-1.53380000000000,ID-A00721-2-1,UKJ3400      17600,1
SE,17600,Colwell Bay,River or Stream,432762,87917,,,COLWELL CHINE,,50.6899000000000,-1.53760000000000,FI-432762-87917,UKJ3400      17600,1
SE,17600,Colwell Bay,River or Stream,433016,88387,,,BRAMBLES CHINE,,50.6941000000000,-1.53390000000000,FI-433016-88387,UKJ3400      17600,1
SE,17700,Gurnard,Emergency or Storm Overflow,447219,95676,A00729,1.00,MARSH ROAD CSO,1,50.7587000000000,-1.33190000000000,ID-A00729-1-1,UKJ3400      17700,1
SE,17700,Gurnard,Emergency or Storm Overflow,447701,96110,A00847,3.00,WOODVALE GURNARD CSO,1,50.7626000000000,-1.32500000000000,ID-A00847-3-1,UKJ3400      17700,1
SE,17700,Gurnard,River or Stream,447107,95379,,,GURNARD LUCK,,50.7560000000000,-1.33360000000000,FI-447107-95379,UKJ3400      17700,1
SE,17700,Gurnard,River or Stream,447741,95888,,,,,50.7606000000000,-1.32450000000000,FI-447741-95888,UKJ3400      17700,1
SE,17700,Gurnard,River or Stream,447804,96144,,,,,50.7629000000000,-1.32360000000000,FI-447804-96144,UKJ3400      17700,1
SE,17800,Cowes,Emergency or Storm Overflow,448873,96652,W00170,1.00,EGYPT POINT QUEENS ROAD CSO,1,50.7673000000000,-1.30840000000000,ID-W00170-1-1,UKJ3400      17800,1
SE,17800,Cowes,Emergency or Storm Overflow,449170,96630,A01299,1.00,ESPLANADE COWES CSO,1,50.7671000000000,-1.30410000000000,ID-A01299-1-1,UKJ3400      17800,1
SE,17800,Cowes,River or Stream,448350,96572,,,,,50.7667000000000,-1.31580000000000,FI-448350-96572,UKJ3400      17800,1
SE,17900,Ryde,Emergency or Storm Overflow,459165,93628,A00768,2.00,Prince Consort CSO,1,50.7392000000000,-1.16290000000000,ID-A00768-2-1,UKJ3400      17900,1
SE,17900,Ryde,Emergency or Storm Overflow,459730,95430,A00849,2.00,APPLEY PARK RYDE CSO,1,50.7553000000000,-1.15460000000000,ID-A00849-2-1,UKJ3400      17900,1
SE,17900,Ryde,Emergency or Storm Overflow,461990,92090,A00770,3.00,Springvale CSO,1,50.7251000000000,-1.12310000000000,ID-A00770-3-1,UKJ3400      17900,1
SE,17900,Ryde,Surface Water Outfall,459990,92800,,,MONKTONMEAD BROOK,,50.7317000000000,-1.15140000000000,WO-459990-92800,UKJ3400      17900,1
SE,18000,Seagrove,Emergency or Storm Overflow,462980,91690,W00188,1.00,SEAVIEW ESPLANADE CSO,1,50.7214000000000,-1.10920000000000,ID-W00188-1-1,UKJ3400      18000,1
SE,18000,Seagrove,Emergency or Storm Overflow,463139,91308,W00138,1.00,SEAGROVE CSO,1,50.7179000000000,-1.10700000000000,ID-W00138-1-1,UKJ3400      18000,1
SE,18000,Seagrove,River or Stream,463196,90877,,,,,50.7140000000000,-1.10630000000000,FI-463196-90877,UKJ3400      18000,1
SE,18000,Seagrove,River or Stream,463279,90759,,,,,50.7130000000000,-1.10510000000000,FI-463279-90759,UKJ3400      18000,1
SE,18100,St Helens,Emergency or Storm Overflow,463131,88673,A01416,1.00,Latimer Road CSO,1,50.6942000000000,-1.10760000000000,ID-A01416-1-1,UKJ3400      18100,1
SE,18100,St Helens,Emergency or Storm Overflow,463940,89530,D00014,1.00,ST. HELENS DUVER CSO,1,50.7018000000000,-1.09600000000000,ID-D00014-1-1,UKJ3400      18100,1
SE,18100,St Helens,Emergency or Storm Overflow,464229,88827,A00699,1.00,THE POINT BEMBRIDGE CSO,1,50.6955000000000,-1.09200000000000,ID-A00699-1-1,UKJ3400      18100,1
SE,18100,St Helens,Treated Sewage Works Outfall,463601,88751,Y00783,2.00,DUVER BOATYARD,1,50.6949000000000,-1.10090000000000,FE-Y00783-2-1,UKJ3400      18100,1
SE,18200,Bembridge,Emergency or Storm Overflow,465840,88220,A00698,1.00,LANE END CSO,1,50.6898000000000,-1.06930000000000,ID-A00698-1-1,UKJ3400      18200,1
SE,18350,Yaverland,Emergency or Storm Overflow,461270,84689,A00726,4.00,SANDOWN STW CSO,2,50.6586000000000,-1.13460000000000,ID-A00726-4-2,UKJ3400      18350,1
SE,18400,Sandown,Emergency or Storm Overflow,460350,84320,A01108,1.00,AVENUE SLIPWAY CSO,1,50.6554000000000,-1.14760000000000,ID-A01108-1-1,UKJ3400      18400,1
SE,18500,Shanklin,Emergency or Storm Overflow,458514,81059,A01110,1.00,SHANKLIN CHINE CSO,1,50.6262000000000,-1.17410000000000,ID-A01110-1-1,UKJ3400      18500,1
SE,18500,Shanklin,Emergency or Storm Overflow,459060,81850,A01109,1.00,HOPE BEACH CSO,1,50.6333000000000,-1.16630000000000,ID-A01109-1-1,UKJ3400      18500,1
SE,18500,Shanklin,River or Stream,458552,81063,,,SHANKLIN CHINE STREAM,,50.6263000000000,-1.17360000000000,FI-458552-81063,UKJ3400      18500,1
SE,18600,Ventnor,Emergency or Storm Overflow,455540,76962,A00701,1.00,FLOWERS BROOK CSO,1,50.5897000000000,-1.21680000000000,ID-A00701-1-1,UKJ3400      18600,1
SE,18600,Ventnor,Emergency or Storm Overflow,456280,77190,A00702,4.00,LION POINT CSO,1,50.5917000000000,-1.20630000000000,ID-A00702-4-1,UKJ3400      18600,1
SW,18700,Christchurch Highcliffe Cas,River or Stream,418380,91610,,,The Run,,50.7238000000000,-1.74100000000000,FI-418380-91610,UKK2201      18700,1
SW,18750,Christchurch Friar`s Cliff,River or Stream,418380,91610,,,The Run,,50.7238000000000,-1.74100000000000,FI-418380-91610,UKK2201      18750,1
SW,18800,Christchurch Avon Beach,River or Stream,418380,91610,,,The Run,,50.7238000000000,-1.74100000000000,FI-418380-91610,UKK2201      18800,1
SW,18900,Christchurch Mudeford Sandb,River or Stream,418380,91610,,,The Run,,50.7238000000000,-1.74100000000000,FI-418380-91610,UKK2201      18900,1
SW,19000,Bournemouth Hengistbury Wes,Emergency or Storm Overflow,415890,90520,400550,2.00,Hengisbury Head SPS,1,50.7140000000000,-1.77630000000000,ID-400550-2-1,UKK2101      19000,1
SW,19030,Bournemouth Fisherman`s Wal,Emergency or Storm Overflow,412870,91100,051310,1.00,Bournemouth Fisherman's Walk CSO,1,50.7193000000000,-1.81910000000000,ID-051310-1-1,UKK2101      19030,1
SW,19060,Bournemouth Boscombe Pier,Disused Outfall,411180,91060,400551,1.00,Boscombe No. 1 SPS,3,50.7190000000000,-1.84300000000000,DO-411180-91060,UKK2101      19060,1
SW,19060,Bournemouth Boscombe Pier,Emergency or Storm Overflow,411370,90560,400551,2.00,Boscombe Storm Overflow (LSO),1,50.7145000000000,-1.84030000000000,ID-400551-2-1,UKK2101      19060,1
SW,19060,Bournemouth Boscombe Pier,Surface Water Outfall,410893,91064,,,Surface Water Outfall,,50.7190000000000,-1.84710000000000,WO-410893-91064,UKK2101      19060,1
SW,19100,Bournemouth Pier,Emergency or Storm Overflow,409200,90210,400758,2.00,Bournemouth No. 1 SPS,1,50.7114000000000,-1.87110000000000,ID-400758-2-1,UKK2101      19100,1
SW,19100,Bournemouth Pier,River or Stream,408950,90689,,,Bourne Stream,,50.7157000000000,-1.87460000000000,FI-408950-90689,UKK2101      19100,1
SW,19150,Bournemouth Durley Chine,Surface Water Outfall,407935,90413,,,Wessex Water Outfall,,50.7132000000000,-1.88900000000000,WO-407935-90413,UKK2101      19150,1
SW,19170,Poole Branksome Chine,Emergency or Storm Overflow,406800,89300,NPSWQD003865,1.00,Branksome Chine SPS,1,50.7032000000000,-1.90510000000000,ID-NPSWQD003865-1-1,UKK2102      19170,1
SW,19170,Poole Branksome Chine,River or Stream,406512,89622,,,Branksome Chine Stream,,50.7061000000000,-1.90920000000000,FI-406512-89622,UKK2102      19170,1
SW,19200,Poole Shore Road Beach,Emergency or Storm Overflow,405500,88000,051290,3.00,Poole - Shore Road SPS,1,50.6916000000000,-1.92350000000000,ID-051290-3-1,UKK2102      19200,1
SW,19450,Poole Harbour Rockley Sands,Surface Water Outfall,397330,91160,401009,1.00,Rockley Boat Park Slipway,1,50.7200000000000,-2.03920000000000,WO-397330-91160,UKK2102      19450,1
SW,19600,Shell Bay North,River or Stream,403744,86466,,,Unamed stream,,50.6778000000000,-1.94840000000000,FI-403744-86466,UKK2204      19600,1
SW,19800,Swanage Central,Emergency or Storm Overflow,403090,79640,400033/CS/01,1.00,Swanage Shore Rd o/o Nursing Home,1,50.6164000000000,-1.95770000000000,ID-400033.CS.01-1-1,UKK2204      19800,1
SW,19800,Swanage Central,Emergency or Storm Overflow,403210,78750,400785,2.00,Swanage Tunnel HLevel CSO & EO to,2,50.6084000000000,-1.95600000000000,ID-400785-2-2,UKK2204      19800,1
SW,19800,Swanage Central,Emergency or Storm Overflow,404230,78660,400785,2.00,Swanage Tunnel SSO to Peveril Poi,1,50.6076000000000,-1.94160000000000,ID-400785-2-1,UKK2204      19800,1
SW,19800,Swanage Central,River or Stream,403110,79147,,,Swan Brook,,50.6120000000000,-1.95740000000000,FI-403110-79147,UKK2204      19800,1
SW,19800,Swanage Central,River or Stream,403127,79618,,,Ulwell Stream,,50.6162000000000,-1.95720000000000,FI-403127-79618,UKK2204      19800,1
SW,19800,Swanage Central,River or Stream,403174,78842,,,Swan Brook,,50.6092000000000,-1.95650000000000,FI-403174-78842,UKK2204      19800,1
SW,19800,Swanage Central,Treated Sewage Works Outfall,404230,78660,400785,2.00,,1,50.6076000000000,-1.94160000000000,FE-400785-2-1,UKK2204      19800,1
SW,19900,Kimmeridge Bay,River or Stream,390799,79092,,,Kimmeridge Stream,,50.6114000000000,-2.13140000000000,FI-390799-79092,UKK2204      19900,1
SW,19900,Kimmeridge Bay,River or Stream,390942,78858,,,Kimmeridge New Barn Stream,,50.6093000000000,-2.12940000000000,FI-390942-78858,UKK2204      19900,1
SW,20000,Lulworth Cove,Emergency or Storm Overflow,382420,79730,401815,2.00,West Lulworth Hanbury Farm SPS SS,1,50.6170000000000,-2.24990000000000,ID-401815-2-1,UKK2204      20000,1
SW,20000,Lulworth Cove,Emergency or Storm Overflow,382420,79730,401864,2.00,West Lulworth Beach SPS,1,50.6170000000000,-2.24990000000000,ID-401864-2-1,UKK2204      20000,1
SW,20000,Lulworth Cove,River or Stream,382430,79900,,,Lulworth Stream,,50.6185000000000,-2.24970000000000,FI-382430-79900,UKK2204      20000,1
SW,20300,Ringstead Bay,Emergency or Storm Overflow,375170,81570,401738,5.00,Ringstead STW SSO,1,50.6332000000000,-2.35250000000000,ID-401738-5-1,UKK2206      20300,1
SW,20300,Ringstead Bay,River or Stream,375129,81326,,,Ringstead Stream,,50.6310000000000,-2.35300000000000,FI-375129-81326,UKK2206      20300,1
SW,20300,Ringstead Bay,Treated Sewage Works Outfall,375170,81570,401738,5.00,Ringstead STW SSO,1,50.6332000000000,-2.35250000000000,FE-401738-5-1,UKK2206      20300,1
SW,20400,Bowleaze Cove,River or Stream,370330,81939,,,River Jordan,,50.6363000000000,-2.42090000000000,FI-370330-81939,UKK2206      20400,1
SW,20600,Weymouth Lodmoor,Emergency or Storm Overflow,368700,80580,401190,1.00,Weymouth Cranford Ave CSO,1,50.6240000000000,-2.44390000000000,ID-401190-1-1,UKK2206      20600,1
SW,20600,Weymouth Lodmoor,Emergency or Storm Overflow,368700,80580,401191,1.00,Weymouth Melcombe Ave CSO,1,50.6240000000000,-2.44390000000000,ID-401191-1-1,UKK2206      20600,1
SW,20600,Weymouth Lodmoor,River or Stream,368729,80552,,,Unamed stream,,50.6238000000000,-2.44350000000000,FI-368729-80552,UKK2206      20600,1
SW,20600,Weymouth Lodmoor,River or Stream,369013,80964,,,Unamed stream,,50.6275000000000,-2.43950000000000,FI-369013-80964,UKK2206      20600,1
SW,20800,Portland Harbour Castle Cov,Emergency or Storm Overflow,367684,77538,EPRAP3923KW,1.00,Castle Cove PS,1,50.5966000000000,-2.45800000000000,ID-EPRAP3923KW-1-1,UKK2206      20800,1
SW,20900,Portland Harbour Sandsfoot ,Emergency or Storm Overflow,367290,77210,402476,2.00,Wyke Regis - Hillcrest Road SPS,1,50.5936000000000,-2.46350000000000,ID-402476-2-1,UKK2206      20900,1
SW,21000,West Bay (West),Emergency or Storm Overflow,346200,90300,051313,1.00,Bridport Emergency Outfall,1,50.7098000000000,-2.76340000000000,ID-051313-1-1,UKK2205      21000,1
SW,21000,West Bay (West),Emergency or Storm Overflow,346210,90490,402047,2.00,West Bay Sluices SPS,1,50.7115000000000,-2.76320000000000,ID-402047-2-1,UKK2205      21000,1
SW,21000,West Bay (West),River or Stream,346164,90191,,,River Brit,,50.7088000000000,-2.76380000000000,FI-346164-90191,UKK2205      21000,1
SW,21100,Eypemouth,Emergency or Storm Overflow,344810,91270,041948,2.00,Eype PS,1,50.7184000000000,-2.78320000000000,ID-041948-2-1,UKK2205      21100,1
SW,21100,Eypemouth,River or Stream,344778,90977,,,Eype Stream,,50.7157000000000,-2.78360000000000,FI-344778-90977,UKK2205      21100,1
SW,21200,Seatown,Emergency or Storm Overflow,342080,91780,043190,1.00,Chideock Seatown SPS,1,50.7227000000000,-2.82190000000000,ID-043190-1-1,UKK2205      21200,1
SW,21200,Seatown,River or Stream,342017,91651,,,Winniford Stream,,50.7215000000000,-2.82280000000000,FI-342017-91651,UKK2205      21200,1
SW,21300,Charmouth West,River or Stream,336523,92977,,,River Char,,50.7329000000000,-2.90090000000000,FI-336523-92977,UKK2205      21300,1
SW,21400,Lyme Regis Church Cliff Bea,River or Stream,334253,92096,,,River Lim,,50.7247000000000,-2.93290000000000,FI-334253-92096,UKK2205      21400,1
SW,21400,Lyme Regis Church Cliff Bea,Treated Sewage Works Outfall,334540,91560,003269/FU/01,1.00,Lyme Regis (Uplyme) STW,1,50.7199000000000,-2.92870000000000,FE-003269.FU.01-1-1,UKK2205      21400,1
SW,21500,Lyme Regis Front Beach,Emergency or Storm Overflow,333890,91370,003965/PC/01,1.00,The Cobb PSEO/CSO,1,50.7181000000000,-2.93790000000000,ID-003965.PC.01-1-1,UKK2205      21500,1
SW,21500,Lyme Regis Front Beach,Emergency or Storm Overflow,334260,92070,200061/PC/01,1.00,Gun Cliff PSEO/CSO,1,50.7245000000000,-2.93280000000000,ID-200061.PC.01-1-1,UKK2205      21500,1
SW,21500,Lyme Regis Front Beach,Surface Water Outfall,333960,91820,,,Lister Gardens Jetty,,50.7222000000000,-2.93700000000000,WO-333960-91820,UKK2205      21500,1
SW,21500,Lyme Regis Front Beach,Treated Sewage Works Outfall,334540,91560,003269/FU/01,1.00,Lyme Regis (Uplyme) STW,1,50.7199000000000,-2.92870000000000,FE-003269.FU.01-1-1,UKK2205      21500,1
SW,21600,Seaton (Devon),Emergency or Storm Overflow,325320,90240,SWWA 248,2.00,Harbour Road SPS CSO,1,50.7069000000000,-3.05900000000000,ID-SWWA248-2-1,UKK4301      21600,1
SW,21700,Beer,Emergency or Storm Overflow,322678,87829,202679,1.00,Memorial Gardens (Sea Hill) Pumpi,2,50.6849000000000,-3.09590000000000,ID-202679-1-2,UKK4301      21700,1
SW,21700,Beer,Emergency or Storm Overflow,323070,89040,202698,1.00,Beer Car Park PS,2,50.6958000000000,-3.09060000000000,ID-202698-1-2,UKK4301      21700,1
SW,21700,Beer,Emergency or Storm Overflow,323507,89562,202148,1.00,The Beer Brook & Hole PSEO,1,50.7006000000000,-3.08450000000000,ID-202148-1-1,UKK4301      21700,1
SW,21700,Beer,River or Stream,323028,89077,,,Beer Stream,,50.6962000000000,-3.09120000000000,FI-323028-89077,UKK4301      21700,1
SW,21800,Sidmouth Town,Emergency or Storm Overflow,312880,87320,200835,2.00,Alma Bridge CSO,2,50.6789000000000,-3.23450000000000,ID-200835-2-2,UKK4301      21800,1
SW,21800,Sidmouth Town,Emergency or Storm Overflow,313172,86902,200835,2.00,The Ham PS CSO,1,50.6752000000000,-3.23020000000000,ID-200835-2-1,UKK4301      21800,1
SW,21800,Sidmouth Town,River or Stream,312342,87109,,,Bickwell Brook,,50.6770000000000,-3.24200000000000,FI-312342-87109,UKK4301      21800,1
SW,21800,Sidmouth Town,River or Stream,312921,87305,,,River Sid,,50.6788000000000,-3.23390000000000,FI-312921-87305,UKK4301      21800,1
SW,21800,Sidmouth Town,Treated Sewage Works Outfall,313170,86900,200834,6.00,Sidmouth,1,50.6752000000000,-3.23030000000000,FE-200834-6-1,UKK4301      21800,1
SW,22000,Ladram Bay,River or Stream,309583,85045,,,Unamed stream,,50.6580000000000,-3.28060000000000,FI-309583-85045,UKK4301      22000,1
SW,22000,Ladram Bay,Treated Sewage Works Outfall,309230,84090,202411,5.00,Otterton,1,50.6493000000000,-3.28530000000000,FE-202411-5-1,UKK4301      22000,1
SW,22100,Budleigh Salterton,Emergency or Storm Overflow,306640,81860,200114/CS/01,1.00,Marine Parade CSO,1,50.6289000000000,-3.32140000000000,ID-200114.CS.01-1-1,UKK4301      22100,1
SW,22100,Budleigh Salterton,Emergency or Storm Overflow,307220,82100,200118/PE/01,1.00,Lime Kiln PSEO,1,50.6311000000000,-3.31330000000000,ID-200118.PE.01-1-1,UKK4301      22100,1
SW,22100,Budleigh Salterton,Emergency or Storm Overflow,307940,81920,200111/CS/01,2.00,Lime Kiln Tank CSO,1,50.6296000000000,-3.30300000000000,ID-200111.CS.01-2-1,UKK4301      22100,1
SW,22100,Budleigh Salterton,River or Stream,306604,81814,,,Knowle Stream,,50.6285000000000,-3.32190000000000,FI-306604-81814,UKK4301      22100,1
SW,22100,Budleigh Salterton,River or Stream,307213,81935,,,Kersbrook,,50.6296000000000,-3.31330000000000,FI-307213-81935,UKK4301      22100,1
SW,22100,Budleigh Salterton,River or Stream,307642,81786,,,River Otter,,50.6284000000000,-3.30720000000000,FI-307642-81786,UKK4301      22100,1
SW,22200,Sandy Bay,Emergency or Storm Overflow,303790,79190,201965,2.00,Exmouth STW storm,1,50.6044000000000,-3.36100000000000,ID-201965-2-1,UKK4301      22200,1
SW,22200,Sandy Bay,River or Stream,303441,79802,,,Sandy Bay Stream,,50.6098000000000,-3.36610000000000,FI-303441-79802,UKK4301      22200,1
SW,22200,Sandy Bay,Treated Sewage Works Outfall,303790,79190,003174/FU/02,9.00,Exmouth,1,50.6044000000000,-3.36100000000000,FE-003174.FU.02-9-1,UKK4301      22200,1
SW,22300,Exmouth,Emergency or Storm Overflow,301110,79660,200126/PC/01,1.00,Maer Road PS/CSO,1,50.6082000000000,-3.39900000000000,ID-200126.PC.01-1-1,UKK4301      22300,1
SW,22300,Exmouth,River or Stream,301070,79800,,,Littleham Stream,,50.6094000000000,-3.39960000000000,FI-301070-79800,UKK4301      22300,1
SW,22500,Dawlish Town,Emergency or Storm Overflow,295910,76670,200823,2.00,Barton Hill/Brunswick CSO,1,50.5804000000000,-3.47160000000000,ID-200823-2-1,UKK4306      22500,1
SW,22500,Dawlish Town,Emergency or Storm Overflow,296334,76609,201449,1.00,Viaduct High Level Storm Tank CSO,1,50.5799000000000,-3.46560000000000,ID-201449-1-1,UKK4306      22500,1
SW,22500,Dawlish Town,Emergency or Storm Overflow,296360,76620,201450,1.00,Dawlish (Royal Hotel) PS,1,50.5800000000000,-3.46520000000000,ID-201450-1-1,UKK4306      22500,1
SW,22500,Dawlish Town,Emergency or Storm Overflow,296480,76510,200824,1.00,Dawlish Breakwater SSO,1,50.5791000000000,-3.46350000000000,ID-200824-1-1,UKK4306      22500,1
SW,22500,Dawlish Town,Emergency or Storm Overflow,296790,77050,200828,2.00,Sea Lawns Outfall CSO,1,50.5840000000000,-3.45930000000000,ID-200828-2-1,UKK4306      22500,1
SW,22500,Dawlish Town,River or Stream,296380,76607,,,Dawlish Water,,50.5799000000000,-3.46490000000000,FI-296380-76607,UKK4306      22500,1
SW,22500,Dawlish Town,Treated Sewage Works Outfall,297420,76470,200819,7.00,Dawlish,1,50.5789000000000,-3.45020000000000,FE-200819-7-1,UKK4306      22500,1
SW,22600,Dawlish Coryton Cove,Emergency or Storm Overflow,296104,75854,201515,1.00,Oaklands PSEO,1,50.5731000000000,-3.46860000000000,ID-201515-1-1,UKK4306      22600,1
SW,22700,Teignmouth Holcombe,Emergency or Storm Overflow,295680,74640,203688,1.00,Smugglers Lane PS,1,50.5621000000000,-3.47430000000000,ID-203688-1-1,UKK4306      22700,1
SW,22700,Teignmouth Holcombe,River or Stream,295652,74658,,,Holcombe Stream,,50.5623000000000,-3.47470000000000,FI-295652-74658,UKK4306      22700,1
SW,22800,Teignmouth Town,Emergency or Storm Overflow,294560,73200,203349,1.00,Railway Station CSO,1,50.5490000000000,-3.48970000000000,ID-203349-1-1,UKK4306      22800,1
SW,22800,Teignmouth Town,River or Stream,294750,73310,,,Brimley Brook,,50.5500000000000,-3.48700000000000,FI-294750-73310,UKK4306      22800,1
SW,22800,Teignmouth Town,Treated Sewage Works Outfall,296060,71430,202009,7.00,Teignmouth,1,50.5333000000000,-3.46800000000000,FE-202009-7-1,UKK4306      22800,1
SW,22900,Shaldon,Emergency or Storm Overflow,293790,72360,203347,2.00,Gales Hill PS,1,50.5413000000000,-3.50030000000000,ID-203347-2-1,UKK4306      22900,1
SW,23100,Maidencombe,River or Stream,292783,68449,,,Maidencombe Stream,,50.5059000000000,-3.51340000000000,FI-292783-68449,UKK4200      23100,1
SW,23200,Watcombe,River or Stream,292619,67341,,,Unamed stream,,50.4959000000000,-3.51540000000000,FI-292619-67341,UKK4200      23200,1
SW,23400,Babbacombe,Emergency or Storm Overflow,293190,65470,201939,1.00,Beach Road,1,50.4792000000000,-3.50680000000000,ID-201939-1-1,UKK4200      23400,1
SW,23400,Babbacombe,Surface Water Outfall,293040,65500,,,Outfall by pier,,50.4795000000000,-3.50890000000000,WO-293040-65500,UKK4200      23400,1
SW,23600,Meadfoot,River or Stream,293562,63304,,,Ilsham Valley Stream,,50.4598000000000,-3.50090000000000,FI-293562-63304,UKK4200      23600,1
SW,23800,Torre Abbey,Emergency or Storm Overflow,290670,63720,200229/CS/01,2.00,Kings Drive Penstock,1,50.4630000000000,-3.54180000000000,ID-200229.CS.01-2-1,UKK4200      23800,1
SW,23800,Torre Abbey,River or Stream,290741,63496,,,Torre Abbey Stream,,50.4610000000000,-3.54070000000000,FI-290741-63496,UKK4200      23800,1
SW,23900,Hollicombe,River or Stream,289862,62292,,,Hollicombe Stream,,50.4500000000000,-3.55270000000000,FI-289862-62292,UKK4200      23900,1
SW,24000,Paignton Preston Sands,Emergency or Storm Overflow,289870,61850,200239,1.00,Preston Green Tank,2,50.4461000000000,-3.55250000000000,ID-200239-1-2,UKK4200      24000,1
SW,24000,Paignton Preston Sands,River or Stream,289550,61389,,,Kirkham Stream,,50.4419000000000,-3.55690000000000,FI-289550-61389,UKK4200      24000,1
SW,24100,Paignton Paignton Sands,Emergency or Storm Overflow,289390,60400,201397,1.00,Roundham Road Outlet 2,2,50.4329000000000,-3.55880000000000,ID-201397-1-2,UKK4200      24100,1
SW,24100,Paignton Paignton Sands,Emergency or Storm Overflow,289840,60360,200240,2.00,Paignton Green Tank,1,50.4327000000000,-3.55250000000000,ID-200240-2-1,UKK4200      24100,1
SW,24100,Paignton Paignton Sands,Emergency or Storm Overflow,289840,60360,201397,1.00,Roundham Road Outlet 1,1,50.4327000000000,-3.55250000000000,ID-201397-1-1,UKK4200      24100,1
SW,24100,Paignton Paignton Sands,River or Stream,289402,60824,,,Victoria Stream,,50.4368000000000,-3.55880000000000,FI-289402-60824,UKK4200      24100,1
SW,24200,Goodrington,Emergency or Storm Overflow,288955,59112,201073,2.00,Grange Court,1,50.4213000000000,-3.56460000000000,ID-201073-2-1,UKK4200      24200,1
SW,24200,Goodrington,Emergency or Storm Overflow,289510,59550,201396,1.00,Clennon Valley PSEO,1,50.4253000000000,-3.55690000000000,ID-201396-1-1,UKK4200      24200,1
SW,24200,Goodrington,River or Stream,289313,59305,,,Goodrington Stream,,50.4231000000000,-3.55960000000000,FI-289313-59305,UKK4200      24200,1
SW,24300,Broadsands,River or Stream,289758,57335,,,Tor Stream,,50.4054000000000,-3.55270000000000,FI-289758-57335,UKK4200      24300,1
SW,24500,Breakwater Beach (Shoalston,Emergency or Storm Overflow,293270,56670,202705,1.00,Berry Head Road CSO,1,50.4001000000000,-3.50310000000000,ID-202705-1-1,UKK4200      24500,1
SW,24600,St Mary's Bay (Devon),Emergency or Storm Overflow,293720,54590,201010,2.00,Bolton St CSO,1,50.3815000000000,-3.49620000000000,ID-201010-2-1,UKK4200      24600,1
SW,24600,St Mary's Bay (Devon),Emergency or Storm Overflow,293960,54570,200976,10.00,Tunnel High Level CSO,1,50.3814000000000,-3.49280000000000,ID-200976-10-1,UKK4200      24600,1
SW,24600,St Mary's Bay (Devon),River or Stream,293225,54962,,,Mussel Rock Stream,,50.3848000000000,-3.50330000000000,FI-293225-54962,UKK4200      24600,1
SW,24600,St Mary's Bay (Devon),Treated Sewage Works Outfall,293960,54570,200976,10.00,Torbay (Sharkham),1,50.3814000000000,-3.49280000000000,FE-200976-10-1,UKK4200      24600,1
SW,24800,Blackpool Sands,River or Stream,285251,47643,,,Blackpool Stream,,50.3175000000000,-3.61320000000000,FI-285251-47643,UKK4305      24800,1
